Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Honduras,Colombia,Asylum-seekers,*
2017,Hungary,Colombia,Refugees (incl. refugee-like situations),*
2017,Iceland,Colombia,Asylum-seekers,*
2017,Israel,Colombia,Refugees (incl. refugee-like situations),*
2017,Israel,Colombia,Asylum-seekers,23
2017,Italy,Colombia,Refugees (incl. refugee-like situations),353
2017,Italy,Colombia,Asylum-seekers,330
2017,Latvia,Colombia,Refugees (incl. refugee-like situations),*
2017,Malta,Colombia,Asylum-seekers,*
2017,Mexico,Colombia,Refugees (incl. refugee-like situations),284
2017,Mexico,Colombia,Asylum-seekers,137
2017,Mozambique,Colombia,Asylum-seekers,*
2017,Netherlands,Colombia,Refugees (incl. refugee-like situations),45
2017,Netherlands,Colombia,Asylum-seekers,14
2017,New Zealand,Colombia,Refugees (incl. refugee-like situations),24
2017,New Zealand,Colombia,Asylum-seekers,6
2017,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6
2017,Nicaragua,Colombia,Asylum-seekers,*
2017,Norway,Colombia,Refugees (incl. refugee-like situations),17
2017,Norway,Colombia,Asylum-seekers,*
2017,Panama,Colombia,Refugees (incl. refugee-like situations),1660
2017,Panama,Colombia,Asylum-seekers,1506
2017,Paraguay,Colombia,Refugees (incl. refugee-like situations),35
2017,Peru,Colombia,Refugees (incl. refugee-like situations),604
2017,Peru,Colombia,Asylum-seekers,376
2017,Portugal,Colombia,Refugees (incl. refugee-like situations),71
2017,Rep. of Korea,Colombia,Asylum-seekers,*
2017,Spain,Colombia,Refugees (incl. refugee-like situations),179
2017,Spain,Colombia,Asylum-seekers,2483
2017,Sweden,Colombia,Refugees (incl. refugee-like situations),30
2017,Sweden,Colombia,Asylum-seekers,154
2017,Switzerland,Colombia,Refugees (incl. refugee-like situations),254
2017,Switzerland,Colombia,Asylum-seekers,39
2017,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),14
2017,Trinidad and Tobago,Colombia,Asylum-seekers,14
2017,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),*
2017,United Kingdom,Colombia,Refugees (incl. refugee-like situations),40
2017,United Kingdom,Colombia,Asylum-seekers,25
2017,United States of America,Colombia,Refugees (incl. refugee-like situations),4264
2017,United States of America,Colombia,Asylum-seekers,7002
2017,Uruguay,Colombia,Refugees (incl. refugee-like situations),141
2017,Uruguay,Colombia,Asylum-seekers,23
2017,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),122677
2017,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,904
2018,Aruba,Colombia,Asylum-seekers,9
2018,Argentina,Colombia,Asylum-seekers,205
2018,Argentina,Colombia,Refugees (incl. refugee-like situations),547
2018,Australia,Colombia,Asylum-seekers,157
2018,Australia,Colombia,Refugees (incl. refugee-like situations),110
2018,Austria,Colombia,Asylum-seekers,*
2018,Austria,Colombia,Refugees (incl. refugee-like situations),*
2018,Belgium,Colombia,Asylum-seekers,170
2018,Belgium,Colombia,Refugees (incl. refugee-like situations),33
2018,Bahamas,Colombia,Refugees (incl. refugee-like situations),*
2018,Belize,Colombia,Asylum-seekers,*
2018,Bolivia (Plurinational State of),Colombia,Asylum-seekers,21
2018,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),213
2018,Brazil,Colombia,Asylum-seekers,1570
2018,Brazil,Colombia,Refugees (incl. refugee-like situations),1297
2018,Canada,Colombia,Asylum-seekers,3206
2018,Canada,Colombia,Refugees (incl. refugee-like situations),7356
2018,Switzerland,Colombia,Asylum-seekers,59
2018,Switzerland,Colombia,Refugees (incl. refugee-like situations),228
2018,Chile,Colombia,Asylum-seekers,5069
2018,Chile,Colombia,Refugees (incl. refugee-like situations),1218
2018,Colombia,Colombia,Internally displaced persons,7816472
2018,Colombia,Colombia,Returned refugees,23897
2018,Costa Rica,Colombia,Asylum-seekers,898
2018,Costa Rica,Colombia,Refugees (incl. refugee-like situations),2258
2018,Curaçao,Colombia,Asylum-seekers,57
2018,Curaçao,Colombia,Refugees (incl. refugee-like situations),53
2018,Czech Rep.,Colombia,Asylum-seekers,*
2018,Germany,Colombia,Asylum-seekers,195
2018,Germany,Colombia,Refugees (incl. refugee-like situations),66
2018,Denmark,Colombia,Asylum-seekers,35
2018,Denmark,Colombia,Refugees (incl. refugee-like situations),*
2018,Dominican Rep.,Colombia,Asylum-seekers,6
2018,Ecuador,Colombia,Asylum-seekers,10029
2018,Ecuador,Colombia,Refugees (incl. refugee-like situations),50532
2018,Spain,Colombia,Asylum-seekers,10385
2018,Spain,Colombia,Refugees (incl. refugee-like situations),208
2018,Finland,Colombia,Refugees (incl. refugee-like situations),*
2018,France,Colombia,Asylum-seekers,211
2018,France,Colombia,Refugees (incl. refugee-like situations),527
2018,United Kingdom,Colombia,Asylum-seekers,21
2018,United Kingdom,Colombia,Refugees (incl. refugee-like situations),31
2018,Greece,Colombia,Asylum-seekers,*
2018,Guatemala,Colombia,Asylum-seekers,8
2018,Guatemala,Colombia,Refugees (incl. refugee-like situations),8
2018,Haiti,Colombia,Refugees (incl. refugee-like situations),*
2018,Hungary,Colombia,Refugees (incl. refugee-like situations),*
2018,Iceland,Colombia,Asylum-seekers,7
2018,Israel,Colombia,Asylum-seekers,108
2018,Israel,Colombia,Refugees (incl. refugee-like situations),*
2018,Italy,Colombia,Asylum-seekers,523
2018,Italy,Colombia,Refugees (incl. refugee-like situations),450
2018,Rep. of Korea,Colombia,Asylum-seekers,5
2018,Latvia,Colombia,Refugees (incl. refugee-like situations),*
2018,Mexico,Colombia,Asylum-seekers,186
2018,Mexico,Colombia,Refugees (incl. refugee-like situations),311
2018,Malta,Colombia,Asylum-seekers,8
2018,Mozambique,Colombia,Asylum-seekers,*
2018,Nicaragua,Colombia,Asylum-seekers,*
2018,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6
2018,Netherlands,Colombia,Asylum-seekers,36
2018,Netherlands,Colombia,Refugees (incl. refugee-like situations),29
2018,Norway,Colombia,Asylum-seekers,8
2018,Norway,Colombia,Refugees (incl. refugee-like situations),10
2018,New Zealand,Colombia,Asylum-seekers,7
2018,New Zealand,Colombia,Refugees (incl. refugee-like situations),26
2018,Panama,Colombia,Asylum-seekers,1796
2018,Panama,Colombia,Refugees (incl. refugee-like situations),1691
2018,Peru,Colombia,Asylum-seekers,780
2018,Peru,Colombia,Refugees (incl. refugee-like situations),623
2018,Portugal,Colombia,Refugees (incl. refugee-like situations),58
2018,Paraguay,Colombia,Asylum-seekers,*
2018,Paraguay,Colombia,Refugees (incl. refugee-like situations),35
2018,El Salvador,Colombia,Asylum-seekers,*
2018,El Salvador,Colombia,Refugees (incl. refugee-like situations),*
2018,Suriname,Colombia,Asylum-seekers,*
2018,Sweden,Colombia,Asylum-seekers,294
2018,Sweden,Colombia,Refugees (incl. refugee-like situations),32
2018,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),*
2018,Trinidad and Tobago,Colombia,Asylum-seekers,31
2018,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),15
2018,Uruguay,Colombia,Asylum-seekers,19
2018,Uruguay,Colombia,Refugees (incl. refugee-like situations),149
2018,United States of America,Colombia,Asylum-seekers,9398
2018,United States of America,Colombia,Refugees (incl. refugee-like situations),3292
2018,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,142
2018,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),67156
2018,South Africa,Colombia,Asylum-seekers,*
