Country / territory of asylum/residence,Origin,Year,Month,Value
Austria,Venezuela (Bolivarian Republic of),2018,June,*
Austria,Venezuela (Bolivarian Republic of),2018,July,*
Austria,Venezuela (Bolivarian Republic of),2018,September,*
Belgium,Venezuela (Bolivarian Republic of),2016,January,4
Belgium,Venezuela (Bolivarian Republic of),2016,April,4
Belgium,Venezuela (Bolivarian Republic of),2016,May,7
Belgium,Venezuela (Bolivarian Republic of),2016,June,2
Belgium,Venezuela (Bolivarian Republic of),2016,July,1
Belgium,Venezuela (Bolivarian Republic of),2016,August,5
Belgium,Venezuela (Bolivarian Republic of),2016,October,4
Belgium,Venezuela (Bolivarian Republic of),2016,November,15
Belgium,Venezuela (Bolivarian Republic of),2016,December,3
Belgium,Venezuela (Bolivarian Republic of),2017,January,*
Belgium,Venezuela (Bolivarian Republic of),2017,February,*
Belgium,Venezuela (Bolivarian Republic of),2017,March,9
Belgium,Venezuela (Bolivarian Republic of),2017,April,*
Belgium,Venezuela (Bolivarian Republic of),2017,May,9
Belgium,Venezuela (Bolivarian Republic of),2017,June,15
Belgium,Venezuela (Bolivarian Republic of),2017,July,23
Belgium,Venezuela (Bolivarian Republic of),2017,August,8
Belgium,Venezuela (Bolivarian Republic of),2017,September,34
Belgium,Venezuela (Bolivarian Republic of),2017,October,37
Belgium,Venezuela (Bolivarian Republic of),2017,November,26
Belgium,Venezuela (Bolivarian Republic of),2017,December,21
Belgium,Venezuela (Bolivarian Republic of),2018,January,16
Belgium,Venezuela (Bolivarian Republic of),2018,February,22
Belgium,Venezuela (Bolivarian Republic of),2018,March,31
Belgium,Venezuela (Bolivarian Republic of),2018,April,7
Belgium,Venezuela (Bolivarian Republic of),2018,May,32
Belgium,Venezuela (Bolivarian Republic of),2018,June,36
Belgium,Venezuela (Bolivarian Republic of),2018,July,20
Belgium,Venezuela (Bolivarian Republic of),2018,August,30
Belgium,Venezuela (Bolivarian Republic of),2018,September,30
Cyprus,Venezuela (Bolivarian Republic of),2017,September,*
Cyprus,Venezuela (Bolivarian Republic of),2017,October,*
Canada,Venezuela (Bolivarian Republic of),2016,January,36
Canada,Venezuela (Bolivarian Republic of),2016,February,25
Canada,Venezuela (Bolivarian Republic of),2016,March,37
Canada,Venezuela (Bolivarian Republic of),2016,April,54
Canada,Venezuela (Bolivarian Republic of),2016,May,17
Canada,Venezuela (Bolivarian Republic of),2016,June,61
Canada,Venezuela (Bolivarian Republic of),2016,July,60
Canada,Venezuela (Bolivarian Republic of),2016,August,47
Canada,Venezuela (Bolivarian Republic of),2016,September,67
Canada,Venezuela (Bolivarian Republic of),2016,October,76
Canada,Venezuela (Bolivarian Republic of),2016,November,33
Canada,Venezuela (Bolivarian Republic of),2016,December,52
Canada,Venezuela (Bolivarian Republic of),2017,January,63
Canada,Venezuela (Bolivarian Republic of),2017,February,47
Canada,Venezuela (Bolivarian Republic of),2017,March,57
Canada,Venezuela (Bolivarian Republic of),2017,April,80
Canada,Venezuela (Bolivarian Republic of),2017,May,97
Canada,Venezuela (Bolivarian Republic of),2017,June,109
Canada,Venezuela (Bolivarian Republic of),2017,July,113
Canada,Venezuela (Bolivarian Republic of),2017,August,122
Canada,Venezuela (Bolivarian Republic of),2017,September,150
Canada,Venezuela (Bolivarian Republic of),2017,October,173
Canada,Venezuela (Bolivarian Republic of),2017,November,126
Canada,Venezuela (Bolivarian Republic of),2017,December,108
Canada,Venezuela (Bolivarian Republic of),2018,January,89
Canada,Venezuela (Bolivarian Republic of),2018,February,100
Canada,Venezuela (Bolivarian Republic of),2018,March,99
Canada,Venezuela (Bolivarian Republic of),2018,April,121
Czech Rep.,Venezuela (Bolivarian Republic of),2018,June,*
Czech Rep.,Venezuela (Bolivarian Republic of),2018,July,*
Denmark,Venezuela (Bolivarian Republic of),2016,August,3
Denmark,Venezuela (Bolivarian Republic of),2016,November,3
Denmark,Venezuela (Bolivarian Republic of),2016,December,2
Denmark,Venezuela (Bolivarian Republic of),2017,January,*
Denmark,Venezuela (Bolivarian Republic of),2017,June,*
Denmark,Venezuela (Bolivarian Republic of),2017,July,*
Denmark,Venezuela (Bolivarian Republic of),2017,November,*
Denmark,Venezuela (Bolivarian Republic of),2018,February,*
Denmark,Venezuela (Bolivarian Republic of),2018,March,*
Denmark,Venezuela (Bolivarian Republic of),2018,April,*
Denmark,Venezuela (Bolivarian Republic of),2018,July,*
Denmark,Venezuela (Bolivarian Republic of),2018,September,*
Denmark,Venezuela (Bolivarian Republic of),2018,October,*
Estonia,Venezuela (Bolivarian Republic of),2017,September,5
Estonia,Venezuela (Bolivarian Republic of),2017,November,*
Finland,Venezuela (Bolivarian Republic of),2016,February,1
Finland,Venezuela (Bolivarian Republic of),2016,October,1
Finland,Venezuela (Bolivarian Republic of),2016,December,1
Finland,Venezuela (Bolivarian Republic of),2017,February,5
Finland,Venezuela (Bolivarian Republic of),2017,April,*
Finland,Venezuela (Bolivarian Republic of),2017,June,*
Finland,Venezuela (Bolivarian Republic of),2018,February,*
Finland,Venezuela (Bolivarian Republic of),2018,September,*
France,Venezuela (Bolivarian Republic of),2016,January,4
France,Venezuela (Bolivarian Republic of),2016,February,3
France,Venezuela (Bolivarian Republic of),2016,March,5
France,Venezuela (Bolivarian Republic of),2016,April,17
France,Venezuela (Bolivarian Republic of),2016,May,16
France,Venezuela (Bolivarian Republic of),2016,June,30
France,Venezuela (Bolivarian Republic of),2016,July,47
France,Venezuela (Bolivarian Republic of),2016,August,23
France,Venezuela (Bolivarian Republic of),2016,September,38
France,Venezuela (Bolivarian Republic of),2016,October,24
France,Venezuela (Bolivarian Republic of),2016,November,38
France,Venezuela (Bolivarian Republic of),2017,January,18
France,Venezuela (Bolivarian Republic of),2017,February,25
France,Venezuela (Bolivarian Republic of),2017,March,17
France,Venezuela (Bolivarian Republic of),2017,April,35
France,Venezuela (Bolivarian Republic of),2017,May,35
France,Venezuela (Bolivarian Republic of),2017,June,32
France,Venezuela (Bolivarian Republic of),2017,July,27
France,Venezuela (Bolivarian Republic of),2017,August,24
France,Venezuela (Bolivarian Republic of),2017,September,26
France,Venezuela (Bolivarian Republic of),2017,October,29
France,Venezuela (Bolivarian Republic of),2017,November,35
France,Venezuela (Bolivarian Republic of),2017,December,30
France,Venezuela (Bolivarian Republic of),2018,January,35
France,Venezuela (Bolivarian Republic of),2018,February,30
France,Venezuela (Bolivarian Republic of),2018,March,75
France,Venezuela (Bolivarian Republic of),2018,April,40
France,Venezuela (Bolivarian Republic of),2018,May,35
France,Venezuela (Bolivarian Republic of),2018,June,40
France,Venezuela (Bolivarian Republic of),2018,July,60
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,January,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,April,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,July,7
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,August,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,September,4
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,October,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,November,4
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2016,December,4
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,February,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,March,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,May,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,June,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,July,7
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,September,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,October,5
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2017,November,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,January,6
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,March,7
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,April,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,May,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,July,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,August,*
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2018,September,6
Germany,Venezuela (Bolivarian Republic of),2016,January,2
Germany,Venezuela (Bolivarian Republic of),2016,February,5
Germany,Venezuela (Bolivarian Republic of),2016,March,1
Germany,Venezuela (Bolivarian Republic of),2016,May,3
Germany,Venezuela (Bolivarian Republic of),2016,June,3
Germany,Venezuela (Bolivarian Republic of),2016,July,8
Germany,Venezuela (Bolivarian Republic of),2016,August,15
Germany,Venezuela (Bolivarian Republic of),2016,September,10
Germany,Venezuela (Bolivarian Republic of),2016,October,16
Germany,Venezuela (Bolivarian Republic of),2016,November,5
Germany,Venezuela (Bolivarian Republic of),2016,December,20
Germany,Venezuela (Bolivarian Republic of),2017,January,8
Germany,Venezuela (Bolivarian Republic of),2017,February,5
Germany,Venezuela (Bolivarian Republic of),2017,March,15
Germany,Venezuela (Bolivarian Republic of),2017,April,12
Germany,Venezuela (Bolivarian Republic of),2017,May,22
Germany,Venezuela (Bolivarian Republic of),2017,June,13
Germany,Venezuela (Bolivarian Republic of),2017,July,5
Germany,Venezuela (Bolivarian Republic of),2017,August,31
Germany,Venezuela (Bolivarian Republic of),2017,September,17
Germany,Venezuela (Bolivarian Republic of),2017,October,23
Germany,Venezuela (Bolivarian Republic of),2017,November,36
Germany,Venezuela (Bolivarian Republic of),2017,December,11
Germany,Venezuela (Bolivarian Republic of),2018,January,30
Germany,Venezuela (Bolivarian Republic of),2018,February,23
Germany,Venezuela (Bolivarian Republic of),2018,March,30
Germany,Venezuela (Bolivarian Republic of),2018,April,22
Germany,Venezuela (Bolivarian Republic of),2018,May,22
Germany,Venezuela (Bolivarian Republic of),2018,June,42
Germany,Venezuela (Bolivarian Republic of),2018,July,43
Germany,Venezuela (Bolivarian Republic of),2018,August,22
Germany,Venezuela (Bolivarian Republic of),2018,September,29
Germany,Venezuela (Bolivarian Republic of),2018,October,50
Greece,Venezuela (Bolivarian Republic of),2016,January,1
Greece,Venezuela (Bolivarian Republic of),2016,March,2
Greece,Venezuela (Bolivarian Republic of),2017,May,5
Greece,Venezuela (Bolivarian Republic of),2017,June,5
Greece,Venezuela (Bolivarian Republic of),2017,September,5
Greece,Venezuela (Bolivarian Republic of),2017,October,5
Greece,Venezuela (Bolivarian Republic of),2018,April,5
Greece,Venezuela (Bolivarian Republic of),2018,May,5
Greece,Venezuela (Bolivarian Republic of),2018,June,5
Iceland,Venezuela (Bolivarian Republic of),2017,October,*
Iceland,Venezuela (Bolivarian Republic of),2018,January,*
Iceland,Venezuela (Bolivarian Republic of),2018,February,*
Iceland,Venezuela (Bolivarian Republic of),2018,March,*
Iceland,Venezuela (Bolivarian Republic of),2018,April,*
Iceland,Venezuela (Bolivarian Republic of),2018,May,*
Iceland,Venezuela (Bolivarian Republic of),2018,June,*
Iceland,Venezuela (Bolivarian Republic of),2018,September,5
Iceland,Venezuela (Bolivarian Republic of),2018,October,*
Ireland,Venezuela (Bolivarian Republic of),2016,January,1
Ireland,Venezuela (Bolivarian Republic of),2016,February,1
Ireland,Venezuela (Bolivarian Republic of),2016,March,3
Ireland,Venezuela (Bolivarian Republic of),2016,May,1
Ireland,Venezuela (Bolivarian Republic of),2016,June,1
Ireland,Venezuela (Bolivarian Republic of),2016,August,1
Ireland,Venezuela (Bolivarian Republic of),2016,September,3
Ireland,Venezuela (Bolivarian Republic of),2016,October,2
Ireland,Venezuela (Bolivarian Republic of),2016,November,3
Ireland,Venezuela (Bolivarian Republic of),2016,December,1
Ireland,Venezuela (Bolivarian Republic of),2017,February,5
Ireland,Venezuela (Bolivarian Republic of),2017,May,*
Ireland,Venezuela (Bolivarian Republic of),2017,June,5
Ireland,Venezuela (Bolivarian Republic of),2017,August,*
Ireland,Venezuela (Bolivarian Republic of),2017,September,*
Ireland,Venezuela (Bolivarian Republic of),2017,October,*
Ireland,Venezuela (Bolivarian Republic of),2017,November,*
Ireland,Venezuela (Bolivarian Republic of),2018,January,5
Ireland,Venezuela (Bolivarian Republic of),2018,March,5
Ireland,Venezuela (Bolivarian Republic of),2018,April,*
Ireland,Venezuela (Bolivarian Republic of),2018,May,*
Ireland,Venezuela (Bolivarian Republic of),2018,June,*
Ireland,Venezuela (Bolivarian Republic of),2018,July,*
Ireland,Venezuela (Bolivarian Republic of),2018,August,5
Ireland,Venezuela (Bolivarian Republic of),2018,September,7
Japan,Venezuela (Bolivarian Republic of),2016,November,1
Japan,Venezuela (Bolivarian Republic of),2017,January,*
Japan,Venezuela (Bolivarian Republic of),2017,April,*
Japan,Venezuela (Bolivarian Republic of),2017,May,*
Japan,Venezuela (Bolivarian Republic of),2017,September,*
Japan,Venezuela (Bolivarian Republic of),2018,April,*
Italy,Venezuela (Bolivarian Republic of),2016,January,4
Italy,Venezuela (Bolivarian Republic of),2016,February,20
Italy,Venezuela (Bolivarian Republic of),2016,March,9
Italy,Venezuela (Bolivarian Republic of),2016,April,8
Italy,Venezuela (Bolivarian Republic of),2016,May,4
Italy,Venezuela (Bolivarian Republic of),2016,June,5
Italy,Venezuela (Bolivarian Republic of),2016,July,10
Italy,Venezuela (Bolivarian Republic of),2016,August,6
Italy,Venezuela (Bolivarian Republic of),2016,September,15
Italy,Venezuela (Bolivarian Republic of),2016,October,22
Italy,Venezuela (Bolivarian Republic of),2016,November,19
Italy,Venezuela (Bolivarian Republic of),2016,December,20
Italy,Venezuela (Bolivarian Republic of),2017,January,29
Italy,Venezuela (Bolivarian Republic of),2017,February,30
Italy,Venezuela (Bolivarian Republic of),2017,March,32
Italy,Venezuela (Bolivarian Republic of),2017,April,15
Italy,Venezuela (Bolivarian Republic of),2017,May,23
Italy,Venezuela (Bolivarian Republic of),2017,June,28
Italy,Venezuela (Bolivarian Republic of),2017,July,53
Italy,Venezuela (Bolivarian Republic of),2017,August,35
Italy,Venezuela (Bolivarian Republic of),2017,September,55
Italy,Venezuela (Bolivarian Republic of),2017,October,77
Italy,Venezuela (Bolivarian Republic of),2017,November,101
Italy,Venezuela (Bolivarian Republic of),2017,December,40
Italy,Venezuela (Bolivarian Republic of),2018,January,75
Italy,Venezuela (Bolivarian Republic of),2018,February,85
Italy,Venezuela (Bolivarian Republic of),2018,March,90
Italy,Venezuela (Bolivarian Republic of),2018,April,70
Italy,Venezuela (Bolivarian Republic of),2018,May,85
Italy,Venezuela (Bolivarian Republic of),2018,June,95
Italy,Venezuela (Bolivarian Republic of),2018,July,75
Italy,Venezuela (Bolivarian Republic of),2018,August,65
Rep. of Korea,Venezuela (Bolivarian Republic of),2016,September,1
Rep. of Korea,Venezuela (Bolivarian Republic of),2016,December,1
Rep. of Korea,Venezuela (Bolivarian Republic of),2017,June,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2017,August,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2017,September,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2017,October,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2018,April,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2018,July,*
Rep. of Korea,Venezuela (Bolivarian Republic of),2018,August,*
Luxembourg,Venezuela (Bolivarian Republic of),2016,August,1
Luxembourg,Venezuela (Bolivarian Republic of),2017,April,*
Luxembourg,Venezuela (Bolivarian Republic of),2018,July,5
Malta,Venezuela (Bolivarian Republic of),2016,February,2
Malta,Venezuela (Bolivarian Republic of),2016,April,1
Malta,Venezuela (Bolivarian Republic of),2016,May,2
Malta,Venezuela (Bolivarian Republic of),2016,July,2
Malta,Venezuela (Bolivarian Republic of),2016,November,1
Malta,Venezuela (Bolivarian Republic of),2016,December,1
Malta,Venezuela (Bolivarian Republic of),2017,January,*
Malta,Venezuela (Bolivarian Republic of),2017,February,*
Malta,Venezuela (Bolivarian Republic of),2017,March,*
Malta,Venezuela (Bolivarian Republic of),2017,April,*
Malta,Venezuela (Bolivarian Republic of),2017,May,*
Malta,Venezuela (Bolivarian Republic of),2017,June,*
Malta,Venezuela (Bolivarian Republic of),2017,July,*
Malta,Venezuela (Bolivarian Republic of),2017,August,*
Malta,Venezuela (Bolivarian Republic of),2017,September,*
Malta,Venezuela (Bolivarian Republic of),2017,October,6
Malta,Venezuela (Bolivarian Republic of),2017,November,*
Malta,Venezuela (Bolivarian Republic of),2017,December,*
Malta,Venezuela (Bolivarian Republic of),2018,February,9
Malta,Venezuela (Bolivarian Republic of),2018,March,*
Malta,Venezuela (Bolivarian Republic of),2018,April,*
Malta,Venezuela (Bolivarian Republic of),2018,May,*
Malta,Venezuela (Bolivarian Republic of),2018,June,7
Malta,Venezuela (Bolivarian Republic of),2018,August,*
Malta,Venezuela (Bolivarian Republic of),2018,September,*
Malta,Venezuela (Bolivarian Republic of),2018,October,*
Latvia,Venezuela (Bolivarian Republic of),2017,August,*
Latvia,Venezuela (Bolivarian Republic of),2018,August,*
Netherlands,Venezuela (Bolivarian Republic of),2016,July,3
Netherlands,Venezuela (Bolivarian Republic of),2016,August,5
Netherlands,Venezuela (Bolivarian Republic of),2016,September,8
Netherlands,Venezuela (Bolivarian Republic of),2016,October,7
Netherlands,Venezuela (Bolivarian Republic of),2016,November,2
Netherlands,Venezuela (Bolivarian Republic of),2016,December,2
Netherlands,Venezuela (Bolivarian Republic of),2017,January,11
Netherlands,Venezuela (Bolivarian Republic of),2017,February,*
Netherlands,Venezuela (Bolivarian Republic of),2017,March,*
Netherlands,Venezuela (Bolivarian Republic of),2017,April,6
Netherlands,Venezuela (Bolivarian Republic of),2017,May,7
Netherlands,Venezuela (Bolivarian Republic of),2017,June,5
Netherlands,Venezuela (Bolivarian Republic of),2017,July,10
Netherlands,Venezuela (Bolivarian Republic of),2017,August,5
Netherlands,Venezuela (Bolivarian Republic of),2017,September,5
Netherlands,Venezuela (Bolivarian Republic of),2017,October,10
Netherlands,Venezuela (Bolivarian Republic of),2017,November,10
Netherlands,Venezuela (Bolivarian Republic of),2018,January,5
Netherlands,Venezuela (Bolivarian Republic of),2018,February,14
Netherlands,Venezuela (Bolivarian Republic of),2018,March,15
Netherlands,Venezuela (Bolivarian Republic of),2018,April,12
Netherlands,Venezuela (Bolivarian Republic of),2018,May,10
Netherlands,Venezuela (Bolivarian Republic of),2018,June,13
Netherlands,Venezuela (Bolivarian Republic of),2018,July,13
Netherlands,Venezuela (Bolivarian Republic of),2018,August,10
Netherlands,Venezuela (Bolivarian Republic of),2018,September,7
Netherlands,Venezuela (Bolivarian Republic of),2018,October,8
New Zealand,Venezuela (Bolivarian Republic of),2016,November,1
New Zealand,Venezuela (Bolivarian Republic of),2017,May,*
New Zealand,Venezuela (Bolivarian Republic of),2017,September,*
New Zealand,Venezuela (Bolivarian Republic of),2018,January,*
Poland,Venezuela (Bolivarian Republic of),2017,August,*
Poland,Venezuela (Bolivarian Republic of),2018,January,*
Portugal,Venezuela (Bolivarian Republic of),2016,February,1
Portugal,Venezuela (Bolivarian Republic of),2016,July,3
Portugal,Venezuela (Bolivarian Republic of),2016,August,1
Portugal,Venezuela (Bolivarian Republic of),2016,September,2
Portugal,Venezuela (Bolivarian Republic of),2016,October,5
Portugal,Venezuela (Bolivarian Republic of),2016,November,3
Portugal,Venezuela (Bolivarian Republic of),2016,December,1
Portugal,Venezuela (Bolivarian Republic of),2017,January,*
Portugal,Venezuela (Bolivarian Republic of),2017,March,5
Portugal,Venezuela (Bolivarian Republic of),2017,April,*
Portugal,Venezuela (Bolivarian Republic of),2017,May,*
Portugal,Venezuela (Bolivarian Republic of),2017,June,*
Portugal,Venezuela (Bolivarian Republic of),2017,July,*
Portugal,Venezuela (Bolivarian Republic of),2017,September,5
Portugal,Venezuela (Bolivarian Republic of),2017,October,5
Portugal,Venezuela (Bolivarian Republic of),2017,November,5
Portugal,Venezuela (Bolivarian Republic of),2018,February,5
Portugal,Venezuela (Bolivarian Republic of),2018,April,5
Portugal,Venezuela (Bolivarian Republic of),2018,May,5
Norway,Venezuela (Bolivarian Republic of),2016,June,1
Norway,Venezuela (Bolivarian Republic of),2016,September,1
Norway,Venezuela (Bolivarian Republic of),2016,October,5
Norway,Venezuela (Bolivarian Republic of),2016,November,1
Norway,Venezuela (Bolivarian Republic of),2017,April,*
Norway,Venezuela (Bolivarian Republic of),2017,May,*
Norway,Venezuela (Bolivarian Republic of),2017,June,*
Norway,Venezuela (Bolivarian Republic of),2017,August,*
Norway,Venezuela (Bolivarian Republic of),2017,September,*
Norway,Venezuela (Bolivarian Republic of),2017,November,*
Norway,Venezuela (Bolivarian Republic of),2017,December,*
Norway,Venezuela (Bolivarian Republic of),2018,February,*
Norway,Venezuela (Bolivarian Republic of),2018,March,*
Norway,Venezuela (Bolivarian Republic of),2018,May,*
Norway,Venezuela (Bolivarian Republic of),2018,July,5
Norway,Venezuela (Bolivarian Republic of),2018,October,5
Spain,Venezuela (Bolivarian Republic of),2016,January,128
Spain,Venezuela (Bolivarian Republic of),2016,February,129
Spain,Venezuela (Bolivarian Republic of),2016,March,153
Spain,Venezuela (Bolivarian Republic of),2016,April,258
Spain,Venezuela (Bolivarian Republic of),2016,May,250
Spain,Venezuela (Bolivarian Republic of),2016,June,369
Spain,Venezuela (Bolivarian Republic of),2016,July,288
Spain,Venezuela (Bolivarian Republic of),2016,August,317
Spain,Venezuela (Bolivarian Republic of),2016,September,433
Romania,Venezuela (Bolivarian Republic of),2016,June,1
Romania,Venezuela (Bolivarian Republic of),2017,July,*
Romania,Venezuela (Bolivarian Republic of),2018,February,*
Romania,Venezuela (Bolivarian Republic of),2018,September,*
Romania,Venezuela (Bolivarian Republic of),2018,October,*
Spain,Venezuela (Bolivarian Republic of),2016,October,523
Spain,Venezuela (Bolivarian Republic of),2016,November,733
Spain,Venezuela (Bolivarian Republic of),2016,December,518
Spain,Venezuela (Bolivarian Republic of),2017,January,808
Spain,Venezuela (Bolivarian Republic of),2017,February,896
Spain,Venezuela (Bolivarian Republic of),2017,March,994
Spain,Venezuela (Bolivarian Republic of),2017,April,755
Spain,Venezuela (Bolivarian Republic of),2017,May,823
Spain,Venezuela (Bolivarian Republic of),2017,June,829
Spain,Venezuela (Bolivarian Republic of),2017,July,637
Spain,Venezuela (Bolivarian Republic of),2017,August,724
Spain,Venezuela (Bolivarian Republic of),2017,September,923
Spain,Venezuela (Bolivarian Republic of),2017,October,1138
Spain,Venezuela (Bolivarian Republic of),2017,November,1135
Spain,Venezuela (Bolivarian Republic of),2017,December,810
Spain,Venezuela (Bolivarian Republic of),2018,February,1173
Spain,Venezuela (Bolivarian Republic of),2018,March,1255
Spain,Venezuela (Bolivarian Republic of),2018,April,2211
Spain,Venezuela (Bolivarian Republic of),2018,May,2926
Spain,Venezuela (Bolivarian Republic of),2018,June,1990
Spain,Venezuela (Bolivarian Republic of),2018,July,1378
Spain,Venezuela (Bolivarian Republic of),2018,August,1202
Spain,Venezuela (Bolivarian Republic of),2018,September,1280
Switzerland,Venezuela (Bolivarian Republic of),2016,September,1
Switzerland,Venezuela (Bolivarian Republic of),2016,October,2
Switzerland,Venezuela (Bolivarian Republic of),2017,February,*
Switzerland,Venezuela (Bolivarian Republic of),2017,April,*
Switzerland,Venezuela (Bolivarian Republic of),2017,May,*
Switzerland,Venezuela (Bolivarian Republic of),2017,June,*
Switzerland,Venezuela (Bolivarian Republic of),2017,July,*
Switzerland,Venezuela (Bolivarian Republic of),2017,August,*
Switzerland,Venezuela (Bolivarian Republic of),2017,September,*
Switzerland,Venezuela (Bolivarian Republic of),2017,October,8
Switzerland,Venezuela (Bolivarian Republic of),2017,November,*
Switzerland,Venezuela (Bolivarian Republic of),2017,December,*
Switzerland,Venezuela (Bolivarian Republic of),2018,January,7
Switzerland,Venezuela (Bolivarian Republic of),2018,February,*
Switzerland,Venezuela (Bolivarian Republic of),2018,March,*
Switzerland,Venezuela (Bolivarian Republic of),2018,April,*
Switzerland,Venezuela (Bolivarian Republic of),2018,May,*
Switzerland,Venezuela (Bolivarian Republic of),2018,June,*
Switzerland,Venezuela (Bolivarian Republic of),2018,July,5
Switzerland,Venezuela (Bolivarian Republic of),2018,August,5
Switzerland,Venezuela (Bolivarian Republic of),2018,September,*
Switzerland,Venezuela (Bolivarian Republic of),2018,October,6
Sweden,Venezuela (Bolivarian Republic of),2016,January,1
Sweden,Venezuela (Bolivarian Republic of),2016,February,2
Sweden,Venezuela (Bolivarian Republic of),2016,April,3
Sweden,Venezuela (Bolivarian Republic of),2016,May,6
Sweden,Venezuela (Bolivarian Republic of),2016,June,9
Sweden,Venezuela (Bolivarian Republic of),2016,July,3
Sweden,Venezuela (Bolivarian Republic of),2016,August,13
Sweden,Venezuela (Bolivarian Republic of),2016,September,21
Sweden,Venezuela (Bolivarian Republic of),2016,October,3
Sweden,Venezuela (Bolivarian Republic of),2016,November,4
Sweden,Venezuela (Bolivarian Republic of),2016,December,3
Sweden,Venezuela (Bolivarian Republic of),2017,January,5
Sweden,Venezuela (Bolivarian Republic of),2017,February,8
Sweden,Venezuela (Bolivarian Republic of),2017,April,*
Sweden,Venezuela (Bolivarian Republic of),2017,May,14
Sweden,Venezuela (Bolivarian Republic of),2017,June,14
Sweden,Venezuela (Bolivarian Republic of),2017,July,16
Sweden,Venezuela (Bolivarian Republic of),2017,August,11
Sweden,Venezuela (Bolivarian Republic of),2017,September,19
Sweden,Venezuela (Bolivarian Republic of),2017,October,9
Sweden,Venezuela (Bolivarian Republic of),2017,November,10
Sweden,Venezuela (Bolivarian Republic of),2017,December,6
Sweden,Venezuela (Bolivarian Republic of),2018,January,7
Sweden,Venezuela (Bolivarian Republic of),2018,February,11
Sweden,Venezuela (Bolivarian Republic of),2018,March,12
Sweden,Venezuela (Bolivarian Republic of),2018,April,11
Sweden,Venezuela (Bolivarian Republic of),2018,May,6
Sweden,Venezuela (Bolivarian Republic of),2018,June,12
Sweden,Venezuela (Bolivarian Republic of),2018,July,6
Sweden,Venezuela (Bolivarian Republic of),2018,August,13
Sweden,Venezuela (Bolivarian Republic of),2018,September,13
Sweden,Venezuela (Bolivarian Republic of),2018,October,12
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,January,1020
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,February,1142
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,March,1345
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,April,1253
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,May,1292
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,June,1370
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,July,1285
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,August,1614
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,September,1607
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,October,1698
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,November,2195
USA (INS/DHS),Venezuela (Bolivarian Republic of),2016,December,2334
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,January,2378
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,February,2519
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,March,3404
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,April,2276
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,May,2544
